,L1,L2,L3,L4,L5,M12,tb,mh1,mh2,mAh,mHm,h1bb,h1tt,h1tautau,h1VV,HBresult
129,0.162247,0.302142,0.126845,-0.347881,-0.19328,-72443.6,2.07321,125.259104,450.418293,443.678977,448.929108,1.17734606,0.954023854,1.17734606,0.996174438,1.0
130,0.162247,0.302142,0.126845,-0.347881,-0.19328,-74131.0,2.07321,125.387549,455.144687,448.512292,453.706497,1.17346526,0.955135613,1.17346526,0.996343884,1.0
131,0.162247,0.302142,0.126845,-0.347881,-0.19328,-75857.8,2.07321,125.513051,459.932742,453.405124,458.543908,1.16966388,0.956219814,1.16966388,0.996505963,1.0
132,0.162321,0.302178,0.126925,-0.347213,-0.191951,-63095.7,2.07321,124.611086,423.266739,415.790095,421.411614,1.20211878,0.946809087,1.20211878,0.994997095,1.0
133,0.162321,0.302178,0.126925,-0.347213,-0.191951,-64565.4,2.07321,124.758072,427.637669,420.282405,425.844627,1.19773548,0.948100635,1.19773548,0.995217554,1.0
134,0.162321,0.302178,0.126925,-0.347213,-0.191951,-66069.3,2.07321,124.901695,432.066449,424.830081,430.333526,1.19343984,0.949360083,1.19343984,0.995428515,1.0
135,0.162321,0.302178,0.126925,-0.347213,-0.191951,-67608.3,2.07321,125.042038,436.553932,429.43404,434.879226,1.18923026,0.950588296,1.18923026,0.995630382,1.0
136,0.162321,0.302178,0.126925,-0.347213,-0.191951,-69183.1,2.07321,125.179162,441.10034,434.094553,439.481998,1.18510576,0.95178595,1.18510576,0.995823514,1.0
137,0.162321,0.302178,0.126925,-0.347213,-0.191951,-70794.6,2.07321,125.313145,445.706432,438.812438,444.142659,1.18106484,0.952953845,1.18106484,0.99600828,1.0
138,0.162321,0.302178,0.126925,-0.347213,-0.191951,-72443.6,2.07321,125.444052,450.37263,443.58817,448.861683,1.17710631,0.954092681,1.17710631,0.996185023,1.0
139,0.162321,0.302178,0.126925,-0.347213,-0.191951,-74131.0,2.07321,125.571952,455.099596,448.422463,453.639782,1.17322879,0.955203197,1.17322879,0.996354079,1.0
140,0.162394,0.302214,0.127003,-0.346549,-0.190626,-61659.5,2.07321,124.648553,418.90371,411.255138,416.961834,1.20633032,0.945562031,1.20633032,0.994780313,1.0
141,0.162394,0.302214,0.127003,-0.346549,-0.190626,-63095.7,2.07321,124.798352,423.217719,415.693487,421.340074,1.20186127,0.946885142,1.20186127,0.995010192,1.0
142,0.162394,0.302214,0.127003,-0.346549,-0.190626,-64565.4,2.07321,124.944732,427.589263,420.186831,425.773831,1.19748099,0.948175423,1.19748099,0.995230192,1.0
143,0.162394,0.302214,0.127003,-0.346549,-0.190626,-66069.3,2.07321,125.087761,432.018649,424.73553,430.263469,1.19318842,0.949433605,1.19318842,0.995440707,1.0
144,0.162394,0.302214,0.127003,-0.346549,-0.190626,-67608.3,2.07321,125.227521,436.506731,429.340503,434.809901,1.18898196,0.950660556,1.18898196,0.995642139,1.0
145,0.162394,0.302214,0.127003,-0.346549,-0.190626,-69183.1,2.07321,125.364074,441.053731,434.00202,439.4134,1.18486063,0.951856951,1.18486063,0.995834848,1.0
146,0.162394,0.302214,0.127003,-0.346549,-0.190626,-70794.6,2.07321,125.497496,445.660407,438.7209,444.074781,1.18082292,0.953023594,1.18082292,0.996019203,1.0
147,0.162466,0.30225,0.127081,-0.345891,-0.189303,-60256.0,2.07321,124.682753,414.596503,406.772495,412.565634,1.21062706,0.944283548,1.21062706,0.994554116,1.0
